2;4;4;1
2;7;1;2
2;5;3;3
5;2;3;4
3;3;2;5
1;2;7;6
8;1;0;7
5;2;3;8
3;3;2;9
1;2;7;10
8;1;0;11
2;7;1;12
2;5;3;13
5;2;3;14
