504000000000;1;1;2;0;1;2;2
378000000000;0;1;2;0;1;2;2
378000000000;1;1;2;0;0;2;2
378000000000;1;1;2;0;2;2;2
378000000000;1;1;2;1;1;2;2
378000000000;1;1;2;2;1;2;2
378000000000;2;1;2;0;1;2;2
336000000000;1;1;2;0;1;1;2
302400000000;1;0;2;0;1;2;2
283500000000;0;1;2;0;0;2;2
283500000000;0;1;2;0;2;2;2
283500000000;0;1;2;1;1;2;2
283500000000;0;1;2;2;1;2;2
283500000000;1;1;2;1;0;2;2
283500000000;1;1;2;1;2;2;2
283500000000;1;1;2;2;0;2;2
283500000000;1;1;2;2;2;2;2
283500000000;2;1;2;0;0;2;2
283500000000;2;1;2;0;2;2;2
283500000000;2;1;2;1;1;2;2
283500000000;2;1;2;2;1;2;2
280000000000;1;1;2;0;1;0;2
252000000000;0;1;2;0;1;1;2
252000000000;1;1;2;0;0;1;2
252000000000;1;1;2;0;1;2;0
252000000000;1;1;2;0;1;2;1
252000000000;1;1;2;0;2;1;2
252000000000;1;1;2;1;1;1;2
252000000000;1;1;2;2;1;1;2
252000000000;2;1;2;0;1;1;2
226800000000;0;0;2;0;1;2;2
226800000000;1;0;2;0;0;2;2
226800000000;1;0;2;0;2;2;2
226800000000;1;0;2;1;1;2;2
226800000000;1;0;2;2;1;2;2
226800000000;2;0;2;0;1;2;2
212625000000;0;1;2;1;0;2;2
212625000000;0;1;2;1;2;2;2
212625000000;0;1;2;2;0;2;2
212625000000;0;1;2;2;2;2;2
212625000000;2;1;2;1;0;2;2
212625000000;2;1;2;1;2;2;2
212625000000;2;1;2;2;0;2;2
212625000000;2;1;2;2;2;2;2
210000000000;0;1;2;0;1;0;2
210000000000;1;1;2;0;0;0;2
210000000000;1;1;2;0;2;0;2
210000000000;1;1;2;1;1;0;2
210000000000;1;1;2;2;1;0;2
210000000000;2;1;2;0;1;0;2
201600000000;1;0;2;0;1;1;2
201600000000;1;2;2;0;1;2;2
189000000000;0;1;2;0;0;1;2
189000000000;0;1;2;0;1;2;0
189000000000;0;1;2;0;1;2;1
189000000000;0;1;2;0;2;1;2
189000000000;0;1;2;1;1;1;2
189000000000;0;1;2;2;1;1;2
189000000000;1;1;2;0;0;2;0
189000000000;1;1;2;0;0;2;1
189000000000;1;1;2;0;2;2;0
189000000000;1;1;2;0;2;2;1
189000000000;1;1;2;1;0;1;2
189000000000;1;1;2;1;1;2;0
189000000000;1;1;2;1;1;2;1
189000000000;1;1;2;1;2;1;2
189000000000;1;1;2;2;0;1;2
189000000000;1;1;2;2;1;2;0
189000000000;1;1;2;2;1;2;1
189000000000;1;1;2;2;2;1;2
189000000000;2;1;2;0;0;1;2
189000000000;2;1;2;0;1;2;0
189000000000;2;1;2;0;1;2;1
189000000000;2;1;2;0;2;1;2
189000000000;2;1;2;1;1;1;2
189000000000;2;1;2;2;1;1;2
170100000000;0;0;2;0;0;2;2
170100000000;0;0;2;0;2;2;2
170100000000;0;0;2;1;1;2;2
170100000000;0;0;2;2;1;2;2
170100000000;1;0;2;1;0;2;2
170100000000;1;0;2;1;2;2;2
170100000000;1;0;2;2;0;2;2
170100000000;1;0;2;2;2;2;2
170100000000;2;0;2;0;0;2;2
170100000000;2;0;2;0;2;2;2
170100000000;2;0;2;1;1;2;2
170100000000;2;0;2;2;1;2;2
168000000000;1;0;2;0;1;0;2
168000000000;1;1;2;0;1;1;0
168000000000;1;1;2;0;1;1;1
157500000000;0;1;2;0;0;0;2
157500000000;0;1;2;0;2;0;2
157500000000;0;1;2;1;1;0;2
157500000000;0;1;2;2;1;0;2
157500000000;1;1;2;1;0;0;2
157500000000;1;1;2;1;2;0;2
157500000000;1;1;2;2;0;0;2
157500000000;1;1;2;2;2;0;2
157500000000;2;1;2;0;0;0;2
157500000000;2;1;2;0;2;0;2
157500000000;2;1;2;1;1;0;2
157500000000;2;1;2;2;1;0;2
151200000000;0;0;2;0;1;1;2
151200000000;0;2;2;0;1;2;2
151200000000;1;0;2;0;0;1;2
151200000000;1;0;2;0;1;2;0
151200000000;1;0;2;0;1;2;1
151200000000;1;0;2;0;2;1;2
151200000000;1;0;2;1;1;1;2
151200000000;1;0;2;2;1;1;2
151200000000;1;2;2;0;0;2;2
151200000000;1;2;2;0;2;2;2
151200000000;1;2;2;1;1;2;2
151200000000;1;2;2;2;1;2;2
151200000000;2;0;2;0;1;1;2
151200000000;2;2;2;0;1;2;2
144000000000;1;1;0;0;1;2;2
141750000000;0;1;2;0;0;2;0
141750000000;0;1;2;0;0;2;1
141750000000;0;1;2;0;2;2;0
141750000000;0;1;2;0;2;2;1
141750000000;0;1;2;1;0;1;2
141750000000;0;1;2;1;1;2;0
141750000000;0;1;2;1;1;2;1
141750000000;0;1;2;1;2;1;2
141750000000;0;1;2;2;0;1;2
141750000000;0;1;2;2;1;2;0
141750000000;0;1;2;2;1;2;1
141750000000;0;1;2;2;2;1;2
141750000000;1;1;2;1;0;2;0
141750000000;1;1;2;1;0;2;1
141750000000;1;1;2;1;2;2;0
141750000000;1;1;2;1;2;2;1
141750000000;1;1;2;2;0;2;0
141750000000;1;1;2;2;0;2;1
141750000000;1;1;2;2;2;2;0
141750000000;1;1;2;2;2;2;1
141750000000;2;1;2;0;0;2;0
141750000000;2;1;2;0;0;2;1
141750000000;2;1;2;0;2;2;0
141750000000;2;1;2;0;2;2;1
141750000000;2;1;2;1;0;1;2
141750000000;2;1;2;1;1;2;0
141750000000;2;1;2;1;1;2;1
141750000000;2;1;2;1;2;1;2
141750000000;2;1;2;2;0;1;2
141750000000;2;1;2;2;1;2;0
141750000000;2;1;2;2;1;2;1
141750000000;2;1;2;2;2;1;2
140000000000;1;1;2;0;1;0;0
140000000000;1;1;2;0;1;0;1
134400000000;1;2;2;0;1;1;2
127575000000;0;0;2;1;0;2;2
127575000000;0;0;2;1;2;2;2
127575000000;0;0;2;2;0;2;2
127575000000;0;0;2;2;2;2;2
127575000000;2;0;2;1;0;2;2
127575000000;2;0;2;1;2;2;2
127575000000;2;0;2;2;0;2;2
127575000000;2;0;2;2;2;2;2
126000000000;0;0;2;0;1;0;2
126000000000;0;1;2;0;1;1;0
126000000000;0;1;2;0;1;1;1
126000000000;1;0;2;0;0;0;2
126000000000;1;0;2;0;2;0;2
126000000000;1;0;2;1;1;0;2
126000000000;1;0;2;2;1;0;2
126000000000;1;1;2;0;0;1;0
126000000000;1;1;2;0;0;1;1
126000000000;1;1;2;0;2;1;0
126000000000;1;1;2;0;2;1;1
126000000000;1;1;2;1;1;1;0
126000000000;1;1;2;1;1;1;1
126000000000;1;1;2;2;1;1;0
126000000000;1;1;2;2;1;1;1
126000000000;2;0;2;0;1;0;2
126000000000;2;1;2;0;1;1;0
126000000000;2;1;2;0;1;1;1
118125000000;0;1;2;1;0;0;2
118125000000;0;1;2;1;2;0;2
118125000000;0;1;2;2;0;0;2
118125000000;0;1;2;2;2;0;2
118125000000;2;1;2;1;0;0;2
118125000000;2;1;2;1;2;0;2
118125000000;2;1;2;2;0;0;2
118125000000;2;1;2;2;2;0;2
113400000000;0;0;2;0;0;1;2
113400000000;0;0;2;0;1;2;0
113400000000;0;0;2;0;1;2;1
113400000000;0;0;2;0;2;1;2
113400000000;0;0;2;1;1;1;2
113400000000;0;0;2;2;1;1;2
113400000000;0;2;2;0;0;2;2
113400000000;0;2;2;0;2;2;2
113400000000;0;2;2;1;1;2;2
113400000000;0;2;2;2;1;2;2
113400000000;1;0;2;0;0;2;0
113400000000;1;0;2;0;0;2;1
113400000000;1;0;2;0;2;2;0
113400000000;1;0;2;0;2;2;1
113400000000;1;0;2;1;0;1;2
113400000000;1;0;2;1;1;2;0
113400000000;1;0;2;1;1;2;1
113400000000;1;0;2;1;2;1;2
113400000000;1;0;2;2;0;1;2
113400000000;1;0;2;2;1;2;0
113400000000;1;0;2;2;1;2;1
113400000000;1;0;2;2;2;1;2
113400000000;1;2;2;1;0;2;2
113400000000;1;2;2;1;2;2;2
113400000000;1;2;2;2;0;2;2
113400000000;1;2;2;2;2;2;2
113400000000;2;0;2;0;0;1;2
113400000000;2;0;2;0;1;2;0
113400000000;2;0;2;0;1;2;1
113400000000;2;0;2;0;2;1;2
113400000000;2;0;2;1;1;1;2
